,city,cuisine
42300,Mount Horeb,chines
42311,Avondale,american
42322,Phoenix,mexican
42325,Montréal,french
42329,Phoenix,breakfast
42333,Mississauga,indian
42338,Las Vegas,burger
42344,Mississauga,american
42356,Glendale,american
42367,Toronto,burger
42374,Calgary,cafe
42384,Cleveland Heights,american
42385,Calgary,chines
42386,Las Vegas,american
42389,Phoenix,cafe
42392,Vaughan,thai
42399,Gilbert,american
42402,Phoenix,barbequ
42408,Markham,french
42411,Brampton,vietnames
42417,Toronto,chines
42419,Cleveland,barbequ
42420,Phoenix,mexican
42421,Champaign,breakfast
42423,Phoenix,mexican
42430,Pineville,italian
42432,Richmond Hill,indian
42441,Henderson,american
42446,Toronto,italian
42447,Las Vegas,american
42454,Cleveland,breakfast
42458,Las Vegas,brazilian
42463,North York,chines
42466,Toronto,australian
42469,Las Vegas,indian
42473,Chandler,japanes
42483,Las Vegas,breakfast
42497,Montréal,cafe
42508,Mississauga,breakfast
42514,Wexford,japanes
42535,Mississauga,mediterranean
42539,Mississauga,vietnames
42541,Davidson,burger
42556,Toronto,vietnames
42566,Solon,american
42567,Mississauga,vegetarian
42583,Charlotte,american
42589,Las Vegas,italian
42595,Charlotte,korean
42602,Toronto,asian
42605,Henderson,american
42609,Pittsburgh,american
42616,Chandler,breakfast
42625,Richmond Hill,african
42634,Toronto,italian
42637,Montréal,mediterranean
42641,Cleveland,mediterranean
42651,Toronto,vegetarian
42652,Brampton,caribbean
42654,Oakville,chines
42656,Toronto,chines
42662,Charlotte,vietnames
42663,Madison,american
42670,Gilbert,vegetarian
42681,Charlotte,thai
42685,Dallas,burger
42690,Calgary,italian
42691,Richmond Hill,japanes
42693,Phoenix,italian
42695,Mesa,american
42696,Scarborough,chines
42699,Monona,asian
42700,Charlotte,american
42704,Glendale,chines
42710,Las Vegas,mexican
42714,Cleveland,mediterranean
42718,Glendale,chines
42723,Vaughan,mediterranean
42732,Toronto,thai
42735,Scottsdale,american
42738,Ajax,italian
42742,Calgary,mexican
42750,North York,breakfast
42753,Montréal,french
42754,Monroe,american
42757,Toronto,breakfast
42758,Westlake,burger
42764,Shaker Heights,chines
42767,Toronto,indian
42773,Mentor,chines
42774,Montréal,japanes
42778,Phoenix,mexican
42788,Gilbert,american
42791,Tempe,american
42794,Phoenix,mexican
42797,Las Vegas,hawaiian
42807,Concord,burger
42814,Macedonia,american
42818,Markham,chines
42820,Toronto,portugues
42823,Scottsdale,burger
42829,Phoenix,american
42851,Mississauga,burger
42853,Toronto,cafe
42859,Vaughan,portugues
42863,Gilbert,american
42866,Markham,italian
42869,Gilbert,burger
42871,Las Vegas,korean
42874,Las Vegas,barbequ
42876,Cornelius,chines
42877,Robinson Township,american
42883,Cuyahoga Falls,american
42885,Tallmadge,burger
42890,Calgary,caribbean
42892,Thornhill,barbequ
42907,Madison,indian
42910,Charlotte,american
42915,Cleveland,vietnames
42916,Montréal,burger
42921,Phoenix,american
42923,Chandler,american
42927,Lakewood,american
42933,Phoenix,indian
42935,Phoenix,american
42938,Montréal,cafe
42965,Montréal,italian
42970,Waxhaw,barbequ
42971,Cornelius,japanes
42972,Calgary,japanes
42974,Scottsdale,american
42995,Tempe,american
43002,Toronto,cajuncreol
43018,Toronto,italian
43027,Toronto,italian
43039,Airdrie,burger
43040,Tempe,american
43045,Las Vegas,barbequ
43054,Madison,mediterranean
43066,Toronto,japanes
43085,Calgary,mediterranean
43088,Scottsdale,american
43090,Unionville,italian
43095,Charlotte,american
43096,McMurray,italian
43097,Calgary,japanes
43102,North Olmsted,italian
43118,York,caribbean
43119,Montréal,vegetarian
43121,Toronto,japanes
43124,Brampton,african
43128,Mississauga,chines
43135,Newmarket,american
43141,Scottsdale,american
43143,Scarborough,american
43145,Toronto,vegan
43146,Champaign,japanes
43161,Montréal,kebab
43164,Etobicoke,american
43165,Phoenix,breakfast
43167,Scottsdale,mexican
43190,Phoenix,breakfast
43192,Toronto,lebanes
43193,Indian Trail,american
43194,Las Vegas,japanes
43196,Caledon,mediterranean
43200,Toronto,korean
43204,Montréal,mexican
43205,Las Vegas,barbequ
43206,Cave Creek,breakfast
43207,Cleveland,breakfast
43220,Calgary,mediterranean
43221,Laval,french
43222,Wilmerding,italian
43229,Las Vegas,american
43230,Avon,italian
43237,Las Vegas,chines
43238,Calgary,hawaiian
43242,Phoenix,mexican
43247,Toronto,italian
43248,Toronto,cafe
43259,Las Vegas,mexican
43264,North Olmsted,vietnames
43265,Etobicoke,barbequ
43272,Vaughan,vietnames
43286,Toronto,japanes
43287,Brecksville,american
43295,Phoenix,vietnames
43296,Aurora,burger
43297,Montréal,chines
43317,North Olmsted,burger
43322,Las Vegas,burger
43331,Ajax,cafe
43338,Saint-Léonard,breakfast
43341,Montréal,asian
43349,Montréal,vietnames
43350,Mount Holly,burger
43353,Scottsdale,mexican
43363,Vaughan,argentin
43364,Madison,mexican
43376,Montréal,cafe
43381,Montréal,thai
43383,Montréal,italian
43384,Phoenix,mexican
43397,montreal,chines
43409,Willowick,american
43411,Las Vegas,american
43413,Phoenix,breakfast
43421,Las Vegas,burger
43430,Mesa,american
43434,Tempe,mexican
43435,Huntersville,mexican
43436,Charlotte,american
43440,Toronto,japanes
43441,Brampton,caribbean
43449,Surprise,american
43451,Toronto,asian
43466,Amherst,chines
43468,Canonsburg,chines
43470,North York,cafe
43471,Montréal,vegetarian
43478,Montréal,japanes
43486,Montréal,chines
43495,Chandler,italian
43507,Montréal,burger
43526,Denver,italian
43530,Chandler,american
43532,Scarborough,american
43547,Las Vegas,vegetarian
43548,Charlotte,american
43553,Cleveland,mexican
43554,Charlotte,cajuncreol
43560,Montréal,asian
43564,Woodbridge,american
43567,Montréal,lebanes
43568,Toronto,british
43574,Calgary,thai
43584,Mesa,vietnames
43612,Charlotte,breakfast
43633,Cleveland,american
43636,Charlotte,barbequ
43642,Glendale,italian
43647,Lakewood,mediterranean
43653,Las Vegas,american
43659,Toronto,breakfast
43660,Peoria,american
43661,Calgary,vegetarian
43663,Peoria,american
43666,Toronto,italian
43667,Las Vegas,american
43675,Toronto,afghan
43680,Montréal,cafe
43685,Toronto,british
43688,Las Vegas,hawaiian
43689,Tempe,burger
43692,Scottsdale,asian
43700,Scottsdale,caribbean
43704,Toronto,mediterranean
43707,Brampton,cafe
43710,Scottsdale,italian
43729,Charlotte,mexican
43736,Peoria,chines
43741,Montréal,lebanes
43757,Mesa,mexican
43759,Las Vegas,vegetarian
43760,Las Vegas,barbequ
43767,Scottsdale,chines
43770,Toronto,cafe
43772,Mississauga,japanes
43775,Markham,chines
43776,Tempe,mexican
43777,Middlefield,american
43778,Las Vegas,chines
43779,Cleveland,american
43791,Phoenix,breakfast
43796,Calgary,vietnames
43816,Oakville,japanes
43819,Pittsburgh,american
43820,Cramerton,american
43823,Mississauga,american
43825,Madison,burger
43826,Brampton,indian
43827,Las Vegas,mexican
43829,Las Vegas,mediterranean
43832,Montréal,vietnames
43837,Brampton,american
43839,Phoenix,mexican
43843,Las Vegas,burger
43854,Toronto,burger
43860,Vaughan,barbequ
43868,Toronto,thai
43870,Cleveland,burger
43874,Phoenix,mexican
43885,Scottsdale,vegetarian
43890,Phoenix,mediterranean
43892,Etobicoke,breakfast
43898,Toronto,american
43903,Cleveland,barbequ
43906,Toronto,portugues
43920,Toronto,breakfast
43921,Scottsdale,american
43924,Las Vegas,burger
43932,Phoenix,italian
43933,Goodyear,american
43934,Montréal,asian
43939,Mississauga,italian
43943,Calgary,japanes
43944,Phoenix,cafe
43947,Toronto,indian
43949,Mississauga,italian
43960,Calgary,barbequ
43966,Ajax,burger
43971,North York,breakfast
43974,Charlotte,american
43980,South Euclid,japanes
43981,Mint Hill,mexican
43985,Champaign,chines
43992,Pittsburgh,breakfast
43997,Montréal,chines
43999,Irwin,chines
44001,Harrisburg,japanes
44002,Goodyear,italian
44005,Las Vegas,chines
44012,Homestead,american
44013,Charlotte,mediterranean
44015,Toronto,mediterranean
44016,Monona,american
44018,Matthews,mediterranean
44020,Willoughby,american
44024,Mississauga,american
44033,Fountain Hills,cafe
44054,Toronto,american
44057,Toronto,italian
44059,Montréal,mediterranean
44062,Las Vegas,american
44065,Las Vegas,breakfast
44078,Streetsboro,breakfast
44082,Chagrin Falls,chines
44092,Scottsdale,barbequ
44105,charlotte,breakfast
44133,Phoenix,japanes
44141,Toronto,chines
44143,Cave Creek,breakfast
44158,Cleveland,german
44180,Montréal,portugues
44185,Pittsburgh,american
44194,Toronto,italian
44202,Montréal,kebab
44205,Pittsburgh,mexican
44210,Mc Kees Rocks,burger
44212,Boulder City,barbequ
44213,Calgary,vietnames
44215,Las Vegas,cafe
44223,Pointe-Claire,cafe
44234,Broadview Heights,american
44252,Gastonia,mexican
44253,Calgary,breakfast
44257,Calgary,cafe
44267,Pittsburgh,american
44276,Markham,vietnames
44277,Pittsburgh,american
44282,Calgary,american
44283,Mississauga,afghan
44288,Pittsburgh,british
44291,Tempe,breakfast
44294,Montréal,mediterranean
44310,Markham,chines
44314,Dollard-des-Ormeaux,indian
44321,Toronto,japanes
44339,Pittsburgh,italian
44344,Mesa,mexican
44350,Tempe,mexican
44353,Montréal,italian
44354,DeForest,cafe
44355,Pittsburgh,caribbean
44362,Montréal,vegan
44364,Toronto,cafe
44369,Las Vegas,cafe
44374,Madison,french
44378,Peoria,vegetarian
44384,Charlotte,cafe
44407,Charlotte,burger
44409,Toronto,thai
44418,Toronto,american
44421,Las Vegas,japanes
44425,Las Vegas,chines
44431,Las Vegas,thai
44435,Grafton,chines
44438,Phoenix,burger
44448,Las Vegas,mexican
44456,Markham,breakfast
44459,Glendale,cafe
44465,Wexford,breakfast
44467,Fitchburg,thai
44469,Calgary,chines
44470,Pittsburgh,american
44479,Markham,burger
44484,Las Vegas,cafe
44496,Las Vegas,american
44500,Phoenix,italian
44504,Madison,american
44519,Kannapolis,cafe
44547,Toronto,chines
44551,Monroeville,american
44571,Las Vegas,burger
44574,Toronto,burger
44583,Toronto,breakfast
44584,Aurora,german
44598,Laval,breakfast
44601,Phoenix,breakfast
44611,Mesa,american
44618,Toronto,breakfast
44621,Toronto,vietnames
44627,Pittsburgh,italian
44630,Canonsburg,asian
44645,Toronto,breakfast
44653,Toronto,burger
44655,Calgary,cafe
44660,Champaign,italian
44666,Pittsburgh,japanes
44667,Brampton,breakfast
44672,Montréal,portugues
44678,Pittsburgh,mexican
44695,Pittsburgh,american
44697,Tempe,american
44705,Scottsdale,mexican
44712,Madison,mexican
44713,Peninsula,burger
44718,Gilbert,breakfast
44734,Etobicoke,italian
44754,Matthews,burger
44764,Phoenix,breakfast
44784,Mesa,burger
44786,Montréal,mexican
44790,Phoenix,american
44791,Cecil,thai
44795,Las Vegas,american
44801,Maple,burger
44812,Phoenix,chines
44824,Monticello,italian
44840,Montréal,american
44841,Montréal,italian
44842,North Las Vegas,chines
44856,Peoria,mexican
44859,Toronto,breakfast
44867,Garfield Heights,burger
44868,Markham,asian
44879,Carefree,breakfast
44885,Toronto,breakfast
44892,Medina Township,american
44913,Surprise,italian
44932,Cleveland,italian
44950,Strongsville,american
44959,Toronto,caribbean
44960,Toronto,burger
44965,Woodbridge,italian
44969,Toronto,italian
44982,Montréal,cafe
44997,Surprise,american
45005,Las Vegas,chines
45017,Las Vegas,mediterranean
45025,Robinson Twp.,italian
45027,Markham,burger
45033,North York,american
45058,Markham,chines
45066,Phoenix,lebanes
45067,Phoenix,mexican
45073,Las Vegas,barbequ
45077,Toronto,breakfast
45086,Saint-Jean-sur-Richelieu,breakfast
45089,Mesa,chines
45094,Las Vegas,cajuncreol
45101,Chandler,barbequ
45121,Las Vegas,cafe
45125,Toronto,mediterranean
45127,Eastlake,american
45149,Toronto,breakfast
45150,Pittsburgh,mexican
45157,Toronto,breakfast
45158,Pittsburgh,italian
45178,Calgary,chines
45180,Montréal,breakfast
45182,Goodyear,cafe
45212,Glendale,mexican
45214,Toronto,cafe
45228,Phoenix,italian
45231,Glendale,italian
45239,Madison,american
45248,Markham,cafe
45257,Las Vegas,chines
45265,Las Vegas,japanes
45266,Etobicoke,american
45268,Stanley,chines
45272,Chandler,american
45283,Chandler,american
45286,Toronto,asian
45295,Montréal,japanes
45300,Pittsburgh,vegetarian
45305,Belleville,cafe
45306,Mesa,chines
45333,Scottsdale,american
45334,Toronto,cajuncreol
45335,Phoenix,burger
45341,Las Vegas,korean
45350,Charlotte,vegetarian
45358,Parma,lebanes
45359,Pittsburgh,american
45363,Madison,american
45371,Aurora,chines
45372,Middleburg Heights,vietnames
45374,Pittsburgh,american
45376,Toronto,indian
45380,Toronto,breakfast
45386,Peoria,lebanes
45409,Montréal,lebanes
45416,Oakville,korean
45422,Charlotte,breakfast
45430,Whitchurch-Stouffville,italian
45439,Phoenix,korean
45442,Cleveland,american
45445,Calgary,cafe
45449,Pittsburgh,italian
45452,Charlotte,breakfast
45459,Chesterland,vegan
45470,Scottsdale,asian
45471,Calgary,breakfast
45475,Toronto,burger
45476,Vaughan,mediterranean
45477,Las Vegas,indian
45479,Pittsburgh,italian
45481,Medina,chines
45483,Charlotte,american
45485,Cleveland,breakfast
45486,Toronto,italian
45497,Las Vegas,chines
45506,Calgary,japanes
45508,Pittsburgh,french
45513,Toronto,turkish
45517,Tolleson,mexican
45522,Toronto,italian
45537,Mt Holly,burger
45542,Phoenix,mexican
45545,Carefree,american
45546,Toronto,chines
45550,Charlotte,breakfast
45559,Chandler,barbequ
45574,Phoenix,breakfast
45577,Goodyear,breakfast
45583,Phoenix,american
45597,Pittsburgh,thai
45617,Paradise Valley,asian
45619,Toronto,cafe
45620,Phoenix,american
45623,Toronto,cafe
45631,Aurora,barbequ
45632,Elyria,american
45634,Toronto,chines
45636,Pittsburgh,japanes
45641,Berea,american
45642,Toronto,cafe
45648,Concord,mexican
45649,Phoenix,american
45655,Calgary,burger
45657,Toronto,barbequ
45666,Toronto,chines
45681,Champaign,american
45685,Mesa,american
45693,Huntersville,breakfast
45695,Las Vegas,thai
45698,Toronto,mexican
45705,Montréal,italian
45721,Oakville,burger
45722,Las Vegas,french
45733,Las Vegas,cafe
45737,Charlotte,cafe
45741,Mesa,mexican
45745,Gilbert,breakfast
45750,Chandler,vietnames
45753,Charlotte,caribbean
45754,Vaughan,mexican
45766,Toronto,italian
45771,Toronto,cafe
45773,Phoenix,american
45775,Calgary,cafe
45778,Verdun,breakfast
45780,Mississauga,japanes
45782,Toronto,chines
45789,McFarland,burger
45791,Oakville,burger
45803,Toronto,mediterranean
45805,Tempe,mexican
45807,Concord,american
45810,Phoenix,american
45818,Montréal,burger
45828,Brook Park,italian
45830,Cleveland Heights,breakfast
45840,Grand River,american
45846,Phoenix,thai
45847,Calgary,vietnames
45850,Phoenix,chines
45856,Las Vegas,american
45864,Phoenix,american
45866,Phoenix,american
45871,Toronto,indian
45883,Toronto,burger
45903,Laval,french
45904,Montréal,asian
45914,Las Vegas,hawaiian
45916,Charlotte,breakfast
45919,Las Vegas,burger
45927,Pittsburgh,chines
45931,Glendale,vegetarian
45932,Richmond Hill,burger
45933,Montréal,portugues
45936,Parma,american
45939,Stoughton,burger
45945,Las Vegas,american
45949,Scottsdale,barbequ
45953,Bay Village,cafe
45957,Urbana,american
45963,Montréal,caribbean
45975,Montréal,italian
45980,Calgary,japanes
45985,Mississauga,breakfast
45987,Las Vegas,italian
45991,Toronto,cajuncreol
45992,Paradise Valley,american
45994,Avondale,american
45999,Cleveland,japanes
46003,Chesterland,italian
46015,Las Vegas,italian
46017,Woodbridge,italian
46044,Woodbridge,italian
46049,Las Vegas,breakfast
46053,Phoenix,american
46054,Medina,burger
46055,Mississauga,breakfast
46058,Mississauga,american
46059,Terrebonne,asian
46060,McKees Rocks,italian
46064,Aurora,chines
46071,Scarborough,indian
46072,Brunswick Hills,burger
46079,Madison,american
46080,Sun Prairie,american
46085,Cleveland,mediterranean
46094,Glendale,breakfast
46104,Calgary,breakfast
46107,Calgary,american
46116,Toronto,asian
46117,Montréal,italian
46122,Tolleson,american
46135,Las Vegas,american
46136,Cleveland,breakfast
46139,Mississauga,caribbean
46147,Phoenix,breakfast
46151,Montréal,japanes
46153,Mesa,korean
46157,North York,burger
46171,Madison,burger
46172,Las Vegas,asian
46177,Las Vegas,mexican
46179,Pittsburgh,american
46188,Las Vegas,american
46192,Charlotte,mexican
46197,Las Vegas,breakfast
46207,Mississauga,asian
46209,Champaign,mexican
46225,Cleveland,cafe
46236,Las Vegas,vegan
46238,Peoria,burger
46248,Glendale,burger
46257,Westlake,japanes
46259,Montréal,cafe
46260,Charlotte,burger
46266,Brecksville,american
46269,Las Vegas,barbequ
46275,Pittsburgh,vietnames
46280,Scottsdale,italian
46282,Calgary,japanes
46290,Glendale,japanes
46298,Toronto,italian
46308,Las Vegas,mexican
46313,McMurray,american
46321,Pittsburgh,american
46338,Markham,asian
46340,Toronto,asian
46345,Mesa,mediterranean
46349,Toronto,thai
46357,Toronto,chines
46359,Pittsburgh,american
46362,Avondale,mexican
46365,Brampton,american
46380,Toronto,japanes
46382,Phoenix,american
46386,Mississauga,american
46389,Pittsburgh,mexican
46392,Oakville,breakfast
46395,Las Vegas,cafe
46406,North Las Vegas,mexican
46417,Whitby,british
46429,Gastonia,burger
46430,Las Vegas,barbequ
46431,Glendale,japanes
46443,Tega Cay,japanes
46449,Montréal,french
46451,Madison,chines
46455,Eastlake,american
46456,Pittsburgh,italian
46465,Chandler,american
46473,Scottsdale,american
46476,Mesa,japanes
46477,Cleveland,chines
46483,Pittsburgh,mexican
46487,Huntersville,japanes
46490,Pittsburgh,breakfast
46491,Las Vegas,american
46492,Las Vegas,american
46494,Highland Heights,breakfast
46495,Toronto,chines
46498,North Olmsted,italian
46511,Mississauga,burger
46512,Matthews,chines
46527,Surprise,vietnames
46531,Phoenix,breakfast
46541,Cuyahoga Falls,breakfast
46542,Henderson,american
46545,Montréal,cafe
46550,Las Vegas,japanes
46555,Charlotte,caribbean
46561,Phoenix,italian
46585,Toronto,italian
46587,Richmond Hill,chines
46592,Henderson,breakfast
46594,Toronto,italian
46596,Glendale,mexican
46598,Stow,breakfast
46602,Lakewood,american
46604,Calgary,mexican
46612,Las Vegas,japanes
46624,Tempe,burger
46626,Toronto,japanes
46628,Pittsburgh,italian
46652,Henderson,mexican
46655,Toronto,breakfast
46672,Montréal,cafe
46676,Toronto,korean
46678,Las Vegas,chines
46680,Charlotte,vietnames
46683,Medina,american
46686,Las Vegas,vietnames
46687,Toronto,breakfast
46690,Gastonia,cafe
46693,Madison,american
46694,Calgary,japanes
46698,Phoenix,mexican
46710,Pittsburgh,vegan
46720,Mississauga,chines
46726,Toronto,japanes
46729,York,chines
46730,Mesa,american
46742,Pittsburgh,american
46752,Las Vegas,chines
46753,Waxhaw,american
46756,Toronto,cafe
46757,Toronto,ethiopian
46762,Mississauga,chines
46765,Thornhill,japanes
46766,Las Vegas,american
